uf,cod_municipio_ibge,cod_municipio_tse,nome_municipio_ibge,nome_municipio_tse
MG,3163201,52639,São José do Alegre,SÃO JOSÉ DO ALEGRE
MG,3163300,52655,São José do Divino,SÃO JOSÉ DO DIVINO
MG,3163409,52671,São José do Goiabal,SÃO JOSÉ DO GOIABAL
MG,3163508,52698,São José do Jacuri,SÃO JOSÉ DO JACURI
MG,3163607,52710,São José do Mantimento,SÃO JOSÉ DO MANTIMENTO
MG,3163706,52736,São Lourenço,SÃO LOURENÇO
MG,3163805,52752,São Miguel do Anta,SÃO MIGUEL DO ANTA
MG,3163904,52779,São Pedro da União,SÃO PEDRO DA UNIÃO
MG,3164001,52795,São Pedro dos Ferros,SÃO PEDRO DOS FERROS
MG,3164100,52817,São Pedro do Suaçuí,SÃO PEDRO DO SUAÇUÍ
MG,3164209,52833,São Romão,SÃO ROMÃO
MG,3164308,52850,São Roque de Minas,SÃO ROQUE DE MINAS
MG,3164407,52876,São Sebastião da Bela Vista,SÃO SEBASTIÃO DA BELA VISTA
MG,3164431,42340,São Sebastião da Vargem Alegre,SÃO SEBASTIÃO DA VARGEM ALEGRE
MG,3164472,42366,São Sebastião do Anta,SÃO SEBASTIÃO DO ANTA
MG,3164506,52892,São Sebastião do Maranhão,SÃO SEBASTIÃO DO MARANHÃO
MG,3164605,52914,São Sebastião do Oeste,SÃO SEBASTIÃO DO OESTE
MG,3164704,52930,São Sebastião do Paraíso,SÃO SEBASTIÃO DO PARAÍSO
MG,3164803,52957,São Sebastião do Rio Preto,SÃO SEBASTIÃO DO RIO PRETO
MG,3164902,52973,São Sebastião do Rio Verde,SÃO SEBASTIÃO DO RIO VERDE
MG,3165008,52990,São Tiago,SÃO TIAGO
MG,3165107,53015,São Tomás de Aquino,SÃO TOMÁS DE AQUINO
MG,3165206,53031,São Thomé das Letras,SÃO THOMÉ DAS LETRAS
MG,3165305,53058,São Vicente de Minas,SÃO VICENTE DE MINAS
MG,3165404,53074,Sapucaí-Mirim,SAPUCAÍ-MIRIM
MG,3165503,53090,Sardoá,SARDOÁ
MG,3165537,40800,Sarzedo,SARZEDO
MG,3165552,42404,Setubinha,SETUBINHA
MG,3165560,40827,Sem-Peixe,SEM PEIXE
MG,3165578,40843,Senador Amaral,SENADOR AMARAL
MG,3165602,53112,Senador Cortes,SENADOR CORTES
MG,3165701,53139,Senador Firmino,SENADOR FIRMINO
MG,3165800,53155,Senador José Bento,SENADOR JOSÉ BENTO
MG,3165909,53171,Senador Modestino Gonçalves,SENADOR MODESTINO GONÇALVES
MG,3166006,53198,Senhora de Oliveira,SENHORA DE OLIVEIRA
MG,3166105,53210,Senhora do Porto,SENHORA DO PORTO
MG,3166204,53236,Senhora dos Remédios,SENHORA DOS REMÉDIOS
MG,3166303,53252,Sericita,SERICITA
MG,3166402,53279,Seritinga,SERITINGA
MG,3166501,53295,Serra Azul de Minas,SERRA AZUL DE MINAS
MG,3166600,53317,Serra da Saudade,SERRA DA SAUDADE
MG,3166709,53333,Serra dos Aimorés,SERRA DOS AIMORÉS
MG,3166808,53350,Serra do Salitre,SERRA DO SALITRE
MG,3166907,53376,Serrania,SERRANIA
MG,3166956,42382,Serranópolis de Minas,SERRANÓPOLIS DE MINAS
MG,3167004,53392,Serranos,SERRANOS
MG,3167103,53414,Serro,SERRO
MG,3167202,53430,Sete Lagoas,SETE LAGOAS
MG,3167301,53457,Silveirânia,SILVEIRÂNIA
MG,3167400,53473,Silvianópolis,SILVIANÓPOLIS
MG,3167509,53490,Simão Pereira,SIMÃO PEREIRA
MG,3167608,53511,Simonésia,SIMONÉSIA
MG,3167707,53538,Sobrália,SOBRÁLIA
MG,3167806,53554,Soledade de Minas,SOLEDADE DE MINAS
MG,3167905,53570,Tabuleiro,TABULEIRO
MG,3168002,53597,Taiobeiras,TAIOBEIRAS
MG,3168051,42420,Taparuba,TAPARUBA
MG,3168101,53619,Tapira,TAPIRA
MG,3168200,53635,Tapiraí,TAPIRAÍ
MG,3168309,53651,Taquaraçu de Minas,TAQUARAÇU DE MINAS
MG,3168408,53678,Tarumirim,TARUMIRIM
MG,3168507,53694,Teixeiras,TEIXEIRAS
MG,3168606,53716,Teófilo Otoni,TEÓFILO OTONI
MG,3168705,53732,Timóteo,TIMÓTEO
MG,3168804,53759,Tiradentes,TIRADENTES
MG,3168903,53775,Tiros,TIROS
MG,3169000,53791,Tocantins,TOCANTINS
MG,3169059,42587,Tocos do Moji,TOCOS DO MOJI
MG,3169109,53813,Toledo,TOLEDO
MG,3169208,53830,Tombos,TOMBOS
MG,3169307,53856,Três Corações,TRÊS CORAÇÕES
MG,3169356,41157,Três Marias,TRÊS MARIAS
MG,3169406,53872,Três Pontas,TRÊS PONTAS
MG,3169505,53899,Tumiritinga,TUMIRITINGA
MG,3169604,53910,Tupaciguara,TUPACIGUARA
MG,3169703,53937,Turmalina,TURMALINA
MG,3169802,53953,Turvolândia,TURVOLÂNDIA
MG,3169901,53970,Ubá,UBÁ
MG,3170008,53996,Ubaí,UBAÍ
MG,3170057,40860,Ubaporanga,UBAPORANGA
MG,3170107,54011,Uberaba,UBERABA
MG,3170206,54038,Uberlândia,UBERLÂNDIA
MG,3170305,54054,Umburatiba,UMBURATIBA
MG,3170404,54070,Unaí,UNAÍ
MG,3170438,42447,União de Minas,UNIÃO DE MINAS
MG,3170479,42463,Uruana de Minas,URUANA DE MINAS
MG,3170503,54097,Urucânia,URUCÂNIA
MG,3170529,40886,Urucuia,URUCUIA
MG,3170578,40908,Vargem Alegre,VARGEM ALEGRE
MG,3170602,54119,Vargem Bonita,VARGEM BONITA
MG,3170651,42480,Vargem Grande do Rio Pardo,VARGEM GRANDE DO RIO PARDO
MG,3170701,54135,Varginha,VARGINHA
MG,3170750,42501,Varjão de Minas,VARJÃO DE MINAS
MG,3170800,54151,Várzea da Palma,VÁRZEA DA PALMA
MG,3170909,54178,Varzelândia,VARZELÂNDIA
MG,3171006,54194,Vazante,VAZANTE
MG,3171030,42528,Verdelândia,VERDELÂNDIA
MG,3171071,42544,Veredinha,VEREDINHA
MG,3171105,54232,Veríssimo,VERÍSSIMO
MG,3171154,42560,Vermelho Novo,VERMELHO NOVO
MG,3171204,54259,Vespasiano,VESPASIANO
MG,3171303,54275,Viçosa,VIÇOSA
MG,3171402,54291,Vieiras,VIEIRAS
MG,3171501,54313,Mathias Lobato,MATHIAS LOBATO
MG,3171600,54330,Virgem da Lapa,VIRGEM DA LAPA
MG,3171709,54356,Virgínia,VIRGÍNIA
MG,3171808,54372,Virginópolis,VIRGINÓPOLIS
MG,3171907,54399,Virgolândia,VIRGOLÂNDIA
MG,3172004,54410,Visconde do Rio Branco,VISCONDE DO RIO BRANCO
MG,3172103,54437,Volta Grande,VOLTA GRANDE
MG,3172202,54216,Wenceslau Braz,WENCESLAU BRAZ
ES,3200102,56014,Afonso Cláudio,AFONSO CLÁUDIO
ES,3200136,57991,Águia Branca,ÁGUIA BRANCA
ES,3200169,56022,Água Doce do Norte,ÁGUA DOCE DO NORTE
ES,3200201,56030,Alegre,ALEGRE
ES,3200300,56057,Alfredo Chaves,ALFREDO CHAVES
ES,3200359,56065,Alto Rio Novo,ALTO RIO NOVO
ES,3200409,56073,Anchieta,ANCHIETA
ES,3200508,56090,Apiacá,APIACÁ
ES,3200607,56111,Aracruz,ARACRUZ
ES,3200706,56138,Atilio Vivacqua,ATÍLIO VIVÁCQUA
ES,3200805,56154,Baixo Guandu,BAIXO GUANDU
ES,3200904,56170,Barra de São Francisco,BARRA DE SÃO FRANCISCO
ES,3201001,56197,Boa Esperança,BOA ESPERANÇA
ES,3201100,56219,Bom Jesus do Norte,BOM JESUS DO NORTE
ES,3201159,56146,Brejetuba,BREJETUBA
ES,3201209,56235,Cachoeiro de Itapemirim,CACHOEIRO DE ITAPEMIRIM
ES,3201308,56251,Cariacica,CARIACICA
ES,3201407,56278,Castelo,CASTELO
ES,3201506,56294,Colatina,COLATINA
ES,3201605,56316,Conceição da Barra,CONCEIÇÃO DA BARRA
ES,3201704,56332,Conceição do Castelo,CONCEIÇÃO DO CASTELO
ES,3201803,56359,Divino de São Lourenço,DIVINO DE SÃO LOURENÇO
ES,3201902,56375,Domingos Martins,DOMINGOS MARTINS
ES,3202009,56391,Dores do Rio Preto,DORES DO RIO PRETO
ES,3202108,56413,Ecoporanga,ECOPORANGA
ES,3202207,56430,Fundão,FUNDÃO
ES,3202256,56308,Governador Lindenberg,GOVERNADOR LINDENBERG
ES,3202306,56456,Guaçuí,GUAÇUÍ
ES,3202405,56472,Guarapari,GUARAPARI
ES,3202454,57096,Ibatiba,IBATIBA
ES,3202504,56499,Ibiraçu,IBIRAÇU
ES,3202553,56502,Ibitirama,IBITIRAMA
ES,3202603,56510,Iconha,ICONHA
ES,3202652,56049,Irupi,IRUPI
ES,3202702,56537,Itaguaçu,ITAGUAÇU
ES,3202801,56553,Itapemirim,ITAPEMIRIM
ES,3202900,56570,Itarana,ITARANA
ES,3203007,56596,Iúna,IÚNA
ES,3203056,57134,Jaguaré,JAGUARÉ
ES,3203106,56618,Jerônimo Monteiro,JERÔNIMO MONTEIRO
ES,3203130,56626,João Neiva,JOÃO NEIVA
ES,3203163,57916,Laranja da Terra,LARANJA DA TERRA
ES,3203205,56634,Linhares,LINHARES
ES,3203304,56650,Mantenópolis,MANTENÓPOLIS
ES,3203320,56120,Marataízes,MARATAÍZES
ES,3203346,56103,Marechal Floriano,MARECHAL FLORIANO
ES,3203353,57070,Marilândia,MARILÂNDIA
ES,3203403,56677,Mimoso do Sul,MIMOSO DO SUL
ES,3203502,56693,Montanha,MONTANHA
ES,3203601,56715,Mucurici,MUCURICI
ES,3203700,56731,Muniz Freire,MUNIZ FREIRE
ES,3203809,56758,Muqui,MUQUI
ES,3203908,56774,Nova Venécia,NOVA VENÉCIA
ES,3204005,56790,Pancas,PANCAS
ES,3204054,57150,Pedro Canário,PEDRO CANÁRIO
ES,3204104,56812,Pinheiros,PINHEIROS
ES,3204203,56839,Piúma,PIÚMA
ES,3204252,56200,Ponto Belo,PONTO BELO
ES,3204302,56855,Presidente Kennedy,PRESIDENTE KENNEDY
ES,3204351,57118,Rio Bananal,RIO BANANAL
ES,3204401,56871,Rio Novo do Sul,RIO NOVO DO SUL
ES,3204500,56898,Santa Leopoldina,SANTA LEOPOLDINA
ES,3204559,57932,Santa Maria de Jetibá,SANTA MARIA DE JETIBÁ
ES,3204609,56910,Santa Teresa,SANTA TERESA
ES,3204658,56006,São Domingos do Norte,SÃO DOMINGOS DO NORTE
ES,3204708,56936,São Gabriel da Palha,SÃO GABRIEL DA PALHA
ES,3204807,56952,São José do Calçado,SÃO JOSÉ DO CALÇADO
ES,3204906,56979,São Mateus,SÃO MATEUS
ES,3204955,56162,São Roque do Canaã,SÃO ROQUE DO CANAÃ
ES,3205002,56995,Serra,SERRA
ES,3205010,56189,Sooretama,SOORETAMA
ES,3205036,57959,Vargem Alta,VARGEM ALTA
ES,3205069,57975,Venda Nova do Imigrante,VENDA NOVA DO IMIGRANTE
ES,3205101,57010,Viana,VIANA
ES,3205150,56081,Vila Pavão,VILA PAVÃO
ES,3205176,56227,Vila Valério,VILA VALÉRIO
ES,3205200,57037,Vila Velha,VILA VELHA
ES,3205309,57053,Vitória,VITÓRIA
RJ,3300100,58017,Angra dos Reis,ANGRA DOS REIS
RJ,3300159,58181,Aperibé,APERIBÉ
RJ,3300209,58033,Araruama,ARARUAMA
RJ,3300225,58220,Areal,AREAL
RJ,3300233,58408,Armação dos Búzios,ARMAÇÃO DOS BÚZIOS
RJ,3300258,59277,Arraial do Cabo,ARRAIAL DO CABO
RJ,3300308,58050,Barra do Piraí,BARRA DO PIRAÍ
RJ,3300407,58076,Barra Mansa,BARRA MANSA
RJ,3300456,58041,Belford Roxo,BELFORD ROXO
RJ,3300506,58092,Bom Jardim,BOM JARDIM
RJ,3300605,58114,Bom Jesus do Itabapoana,BOM JESUS DO ITABAPOANA
RJ,3300704,58130,Cabo Frio,CABO FRIO
RJ,3300803,58157,Cachoeiras de Macacu,CACHOEIRAS DE MACACU
RJ,3300902,58173,Cambuci,CAMBUCI
RJ,3300936,58300,Carapebus,CARAPEBUS
RJ,3300951,58165,Comendador Levy Gasparian,COMENDADOR LEVY GASPARIAN
RJ,3301009,58190,Campos dos Goytacazes,CAMPOS DOS GOYTACAZES
RJ,3301108,58211,Cantagalo,CANTAGALO
RJ,3301157,58068,Cardoso Moreira,CARDOSO MOREIRA
RJ,3301207,58238,Carmo,CARMO
RJ,3301306,58254,Casimiro de Abreu,CASIMIRO DE ABREU
RJ,3301405,58270,Conceição de Macabu,CONCEIÇÃO DE MACABU
RJ,3301504,58297,Cordeiro,CORDEIRO
RJ,3301603,58319,Duas Barras,DUAS BARRAS
RJ,3301702,58335,Duque de Caxias,DUQUE DE CAXIAS
RJ,3301801,58351,Engenheiro Paulo de Frontin,ENGENHEIRO PAULO DE FRONTIN
RJ,3301850,58106,Guapimirim,GUAPIMIRIM
RJ,3301876,58262,Iguaba Grande,IGUABA GRANDE
RJ,3301900,58378,Itaboraí,ITABORAÍ
RJ,3302007,58394,Itaguaí,ITAGUAÍ
RJ,3302056,59293,Italva,ITALVA
RJ,3302106,58416,Itaocara,ITAOCARA
RJ,3302205,58432,Itaperuna,ITAPERUNA
RJ,3302254,58440,Itatiaia,ITATIAIA
RJ,3302270,58149,Japeri,JAPERI
RJ,3302304,58459,Laje do Muriaé,LAJE DO MURIAÉ
RJ,3302403,58475,Macaé,MACAÉ
RJ,3302452,58386,Macuco,MACUCO
RJ,3302502,58491,Magé,MAGÉ
RJ,3302601,58513,Mangaratiba,MANGARATIBA
RJ,3302700,58530,Maricá,MARICÁ
RJ,3302809,58556,Mendes,MENDES
RJ,3302858,58467,Mesquita,MESQUITA
RJ,3302908,58572,Miguel Pereira,MIGUEL PEREIRA
RJ,3303005,58599,Miracema,MIRACEMA
RJ,3303104,58610,Natividade,NATIVIDADE
RJ,3303203,58637,Nilópolis,NILÓPOLIS
RJ,3303302,58653,Niterói,NITERÓI
RJ,3303401,58670,Nova Friburgo,NOVA FRIBURGO
RJ,3303500,58696,Nova Iguaçu,NOVA IGUAÇU
RJ,3303609,58718,Paracambi,PARACAMBI
RJ,3303708,58734,Paraíba do Sul,PARAÍBA DO SUL
RJ,3303807,58750,Paraty,PARATY
RJ,3303856,59315,Paty do Alferes,PATY DO ALFERES
RJ,3303906,58777,Petrópolis,PETRÓPOLIS
RJ,3303955,58246,Pinheiral,PINHEIRAL
RJ,3304003,58793,Piraí,PIRAÍ
RJ,3304102,58815,Porciúncula,PORCIÚNCULA
RJ,3304110,58327,Porto Real,PORTO REAL
RJ,3304128,58025,Quatis,QUATIS
RJ,3304144,58122,Queimados,QUEIMADOS
RJ,3304151,58009,Quissamã,QUISSAMÃ
RJ,3304201,58831,Resende,RESENDE
RJ,3304300,58858,Rio Bonito,RIO BONITO
RJ,3304409,58874,Rio Claro,RIO CLARO
RJ,3304508,58890,Rio das Flores,RIO DAS FLORES
RJ,3304524,58203,Rio das Ostras,RIO DAS OSTRAS
RJ,3304557,60011,Rio de Janeiro,RIO DE JANEIRO
RJ,3304607,58912,Santa Maria Madalena,SANTA MARIA MADALENA
RJ,3304706,58939,Santo Antônio de Pádua,SANTO ANTÔNIO DE PÁDUA
RJ,3304755,58289,São Francisco de Itabapoana,SÃO FRANCISCO DE ITABAPOANA
RJ,3304805,58955,São Fidélis,SÃO FIDÉLIS
RJ,3304904,58971,São Gonçalo,SÃO GONÇALO
RJ,3305000,58998,São João da Barra,SÃO JOÃO DA BARRA
RJ,3305109,59013,São João de Meriti,SÃO JOÃO DE MERITI
RJ,3305133,58343,São José de Ubá,SÃO JOSÉ DE UBÁ
RJ,3305158,59331,São José do Vale do Rio Preto,SÃO JOSÉ DO VALE DO RIO PRETO
RJ,3305208,59030,São Pedro da Aldeia,SÃO PEDRO DA ALDEIA
RJ,3305307,59056,São Sebastião do Alto,SÃO SEBASTIÃO DO ALTO
RJ,3305406,59072,Sapucaia,SAPUCAIA
RJ,3305505,59099,Saquarema,SAQUAREMA
RJ,3305554,58424,Seropédica,SEROPÉDICA
RJ,3305604,59110,Silva Jardim,SILVA JARDIM
RJ,3305703,59137,Sumidouro,SUMIDOURO
RJ,3305752,58360,Tanguá,TANGUÁ
RJ,3305802,59153,Teresópolis,TERESÓPOLIS
RJ,3305901,59170,Trajano de Moraes,TRAJANO DE MORAIS
RJ,3306008,59196,Três Rios,TRÊS RIOS
RJ,3306107,59218,Valença,VALENÇA
RJ,3306156,58084,Varre-Sai,VARRE-SAI
RJ,3306206,59234,Vassouras,VASSOURAS
RJ,3306305,59250,Volta Redonda,VOLTA REDONDA
SP,3500105,61018,Adamantina,ADAMANTINA
SP,3500204,61034,Adolfo,ADOLFO
SP,3500303,61050,Aguaí,AGUAÍ
SP,3500402,61077,Águas da Prata,ÁGUAS DA PRATA
SP,3500501,61093,Águas de Lindóia,ÁGUAS DE LINDÓIA
SP,3500550,70190,Águas de Santa Bárbara,ÁGUAS DE SANTA BÁRBARA
SP,3500600,61115,Águas de São Pedro,ÁGUAS DE SÃO PEDRO
SP,3500709,61131,Agudos,AGUDOS
SP,3500758,61581,Alambari,ALAMBARI
SP,3500808,61158,Alfredo Marcondes,ALFREDO MARCONDES
SP,3500907,61174,Altair,ALTAIR
SP,3501004,61190,Altinópolis,ALTINÓPOLIS
SP,3501103,61212,Alto Alegre,ALTO ALEGRE
SP,3501152,61220,Alumínio,ALUMÍNIO
SP,3501202,61239,Álvares Florence,ÁLVARES FLORENCE
SP,3501301,61255,Álvares Machado,ÁLVARES MACHADO
SP,3501400,61271,Álvaro de Carvalho,ÁLVARO DE CARVALHO
SP,3501509,61298,Alvinlândia,ALVINLÂNDIA
SP,3501608,61310,Americana,AMERICANA
SP,3501707,61336,Américo Brasiliense,AMÉRICO BRASILIENSE
SP,3501806,61352,Américo de Campos,AMÉRICO DE CAMPOS
SP,3501905,61379,Amparo,AMPARO
SP,3502002,61395,Analândia,ANALÂNDIA
SP,3502101,61417,Andradina,ANDRADINA
SP,3502200,61433,Angatuba,ANGATUBA
SP,3502309,61450,Anhembi,ANHEMBI
SP,3502408,61476,Anhumas,ANHUMAS
SP,3502507,61492,Aparecida,APARECIDA
SP,3502606,61514,Aparecida d'Oeste,APARECIDA D'OESTE
SP,3502705,61530,Apiaí,APIAÍ
SP,3502754,61263,Araçariguama,ARAÇARIGUAMA
SP,3502804,61557,Araçatuba,ARAÇATUBA
SP,3502903,61573,Araçoiaba da Serra,ARAÇOIABA DA SERRA
SP,3503000,61590,Aramina,ARAMINA
SP,3503109,61611,Arandu,ARANDU
SP,3503158,61646,Arapeí,ARAPEÍ
SP,3503208,61638,Araraquara,ARARAQUARA
SP,3503307,61654,Araras,ARARAS
SP,3503356,62065,Arco-Íris,ARCO-ÍRIS
SP,3503406,61670,Arealva,AREALVA
SP,3503505,61697,Areias,AREIAS
SP,3503604,61719,Areiópolis,AREIÓPOLIS
SP,3503703,61735,Ariranha,ARIRANHA
SP,3503802,61751,Artur Nogueira,ARTUR NOGUEIRA
SP,3503901,61778,Arujá,ARUJÁ
SP,3503950,61522,Aspásia,ASPÁSIA
SP,3504008,61794,Assis,ASSIS
SP,3504107,61816,Atibaia,ATIBAIA
SP,3504206,61832,Auriflama,AURIFLAMA
SP,3504305,61859,Avaí,AVAÍ
SP,3504404,61875,Avanhandava,AVANHANDAVA
SP,3504503,61891,Avaré,AVARÉ
SP,3504602,61913,Bady Bassitt,BADY BASSITT
SP,3504701,61930,Balbinos,BALBINOS
SP,3504800,61956,Bálsamo,BÁLSAMO
SP,3504909,61972,Bananal,BANANAL
SP,3505005,62014,Barão de Antonina,BARÃO DE ANTONINA
SP,3505104,61999,Barbosa,BARBOSA
SP,3505203,62030,Bariri,BARIRI
SP,3505302,62057,Barra Bonita,BARRA BONITA
SP,3505351,61360,Barra do Chapéu,BARRA DO CHAPÉU
SP,3505401,62073,Barra do Turvo,BARRA DO TURVO
SP,3505500,62090,Barretos,BARRETOS
SP,3505609,62111,Barrinha,BARRINHA
SP,3505708,62138,Barueri,BARUERI
SP,3505807,62154,Bastos,BASTOS
SP,3505906,62170,Batatais,BATATAIS
SP,3506003,62197,Bauru,BAURU
SP,3506102,62219,Bebedouro,BEBEDOURO
SP,3506201,62235,Bento de Abreu,BENTO DE ABREU
SP,3506300,62251,Bernardino de Campos,BERNARDINO DE CAMPOS
SP,3506359,61280,Bertioga,BERTIOGA
SP,3506409,62278,Bilac,BILAC
SP,3506508,62294,Birigui,BIRIGUI
SP,3506607,62316,Biritiba-Mirim,BIRITIBA MIRIM
SP,3506706,62332,Boa Esperança do Sul,BOA ESPERANÇA DO SUL
SP,3506805,62359,Bocaina,BOCAINA
SP,3506904,62375,Bofete,BOFETE
SP,3507001,62391,Boituva,BOITUVA
SP,3507100,62413,Bom Jesus dos Perdões,BOM JESUS DOS PERDÕES
SP,3507159,61786,Bom Sucesso de Itararé,BOM SUCESSO DE ITARARÉ
SP,3507209,62430,Borá,BORÁ
SP,3507308,62456,Boracéia,BORACÉIA
SP,3507407,62472,Borborema,BORBOREMA
SP,3507456,61026,Borebi,BOREBI
SP,3507506,62499,Botucatu,BOTUCATU
SP,3507605,62510,Bragança Paulista,BRAGANÇA PAULISTA
SP,3507704,62553,Braúna,BRAÚNA
SP,3507753,62081,Brejo Alegre,BREJO ALEGRE
SP,3507803,62570,Brodowski,BRODOWSKI
SP,3507902,62596,Brotas,BROTAS
SP,3508009,62618,Buri,BURI
SP,3508108,62634,Buritama,BURITAMA
SP,3508207,62650,Buritizal,BURITIZAL
SP,3508306,62677,Cabrália Paulista,CABRÁLIA PAULISTA
SP,3508405,62693,Cabreúva,CABREÚVA
SP,3508504,62715,Caçapava,CAÇAPAVA
SP,3508603,62731,Cachoeira Paulista,CACHOEIRA PAULISTA
SP,3508702,62758,Caconde,CACONDE
SP,3508801,62774,Cafelândia,CAFELÂNDIA
SP,3508900,62790,Caiabu,CAIABU
SP,3509007,62812,Caieiras,CAIEIRAS
SP,3509106,62839,Caiuá,CAIUÁ
SP,3509205,62855,Cajamar,CAJAMAR
SP,3509254,61484,Cajati,CAJATI
SP,3509304,62871,Cajobi,CAJOBI
SP,3509403,62898,Cajuru,CAJURU
SP,3509452,61506,Campina do Monte Alegre,CAMPINA DO MONTE ALEGRE
SP,3509502,62910,Campinas,CAMPINAS
SP,3509601,62936,Campo Limpo Paulista,CAMPO LIMPO PAULISTA
SP,3509700,62952,Campos do Jordão,CAMPOS DO JORDÃO
SP,3509809,62979,Campos Novos Paulista,CAMPOS NOVOS PAULISTA
SP,3509908,62995,Cananéia,CANANÉIA
SP,3509957,62103,Canas,CANAS
SP,3510005,63010,Cândido Mota,CÂNDIDO MOTA
SP,3510104,63037,Cândido Rodrigues,CÂNDIDO RODRIGUES
SP,3510153,61344,Canitar,CANITAR
SP,3510203,63053,Capão Bonito,CAPÃO BONITO
SP,3510302,63070,Capela do Alto,CAPELA DO ALTO
SP,3510401,63096,Capivari,CAPIVARI
SP,3510500,63118,Caraguatatuba,CARAGUATATUBA
SP,3510609,63134,Carapicuíba,CARAPICUÍBA
SP,3510708,63150,Cardoso,CARDOSO
SP,3510807,63177,Casa Branca,CASA BRANCA
SP,3510906,63193,Cássia dos Coqueiros,CÁSSIA DOS COQUEIROS
SP,3511003,63215,Castilho,CASTILHO
SP,3511102,63231,Catanduva,CATANDUVA
SP,3511201,63258,Catiguá,CATIGUÁ
SP,3511300,63274,Cedral,CEDRAL
SP,3511409,63290,Cerqueira César,CERQUEIRA CÉSAR
SP,3511508,63312,Cerquilho,CERQUILHO
SP,3511607,63339,Cesário Lange,CESÁRIO LANGE
SP,3511706,63355,Charqueada,CHARQUEADA
SP,3511904,63398,Clementina,CLEMENTINA
SP,3512001,63410,Colina,COLINA
SP,3512100,63436,Colômbia,COLÔMBIA
SP,3512209,63452,Conchal,CONCHAL
SP,3512308,63479,Conchas,CONCHAS
SP,3512407,63495,Cordeirópolis,CORDEIRÓPOLIS
SP,3512506,63517,Coroados,COROADOS
SP,3512605,63533,Coronel Macedo,CORONEL MACEDO
SP,3512704,63550,Corumbataí,CORUMBATAÍ
SP,3512803,63576,Cosmópolis,COSMÓPOLIS
SP,3512902,63592,Cosmorama,COSMORAMA
SP,3513009,63614,Cotia,COTIA
SP,3513108,63630,Cravinhos,CRAVINHOS
SP,3513207,63657,Cristais Paulista,CRISTAIS PAULISTA
SP,3513306,63673,Cruzália,CRUZÁLIA
SP,3513405,63690,Cruzeiro,CRUZEIRO
SP,3513504,63711,Cubatão,CUBATÃO
SP,3513603,63738,Cunha,CUNHA
SP,3513702,63754,Descalvado,DESCALVADO
SP,3513801,63770,Diadema,DIADEMA
SP,3513850,61123,Dirce Reis,DIRCE REIS
SP,3513900,63797,Divinolândia,DIVINOLÂNDIA
SP,3514007,63819,Dobrada,DOBRADA
SP,3514106,63835,Dois Córregos,DOIS CÓRREGOS
SP,3514205,63851,Dolcinópolis,DOLCINÓPOLIS
SP,3514304,63878,Dourado,DOURADO
SP,3514403,63894,Dracena,DRACENA
SP,3514502,63916,Duartina,DUARTINA
SP,3514601,63932,Dumont,DUMONT
SP,3514700,63959,Echaporã,ECHAPORÃ
SP,3514809,63975,Eldorado,ELDORADO
SP,3514908,63991,Elias Fausto,ELIAS FAUSTO
SP,3514924,61760,Elisiário,ELISIÁRIO
SP,3514957,61182,Embaúba,EMBAÚBA
SP,3515004,64017,Embu das Artes,EMBU DAS ARTES
SP,3515103,64033,Embu-Guaçu,EMBU-GUAÇU
SP,3515129,61387,Emilianópolis,EMILIANÓPOLIS
SP,3515152,61689,Engenheiro Coelho,ENGENHEIRO COELHO
SP,3515186,68659,Espírito Santo do Pinhal,ESPÍRITO SANTO DO PINHAL
SP,3515194,61140,Espírito Santo do Turvo,ESPÍRITO SANTO DO TURVO
SP,3515202,64050,Estrela d'Oeste,ESTRELA D'OESTE
SP,3515301,64076,Estrela do Norte,ESTRELA DO NORTE
SP,3515350,61000,Euclides da Cunha Paulista,EUCLIDES DA CUNHA PAULISTA
SP,3515400,64092,Fartura,FARTURA
SP,3515509,64114,Fernandópolis,FERNANDÓPOLIS
SP,3515608,64130,Fernando Prestes,FERNANDO PRESTES
SP,3515657,62286,Fernão,FERNÃO
SP,3515707,64157,Ferraz de Vasconcelos,FERRAZ DE VASCONCELOS
SP,3515806,64173,Flora Rica,FLORA RICA
SP,3515905,64190,Floreal,FLOREAL
SP,3516002,64211,Flórida Paulista,FLÓRIDA PAULISTA
SP,3516101,64238,Florínia,FLORÍNEA
SP,3516200,64254,Franca,FRANCA
SP,3516309,64270,Francisco Morato,FRANCISCO MORATO
SP,3516408,64297,Franco da Rocha,FRANCO DA ROCHA
SP,3516507,64319,Gabriel Monteiro,GABRIEL MONTEIRO
SP,3516606,64335,Gália,GÁLIA
SP,3516705,64351,Garça,GARÇA
SP,3516804,64378,Gastão Vidigal,GASTÃO VIDIGAL
SP,3516853,62308,Gavião Peixoto,GAVIÃO PEIXOTO
SP,3516903,64394,General Salgado,GENERAL SALGADO
SP,3517000,64416,Getulina,GETULINA
SP,3517109,64432,Glicério,GLICÉRIO
SP,3517208,64459,Guaiçara,GUAIÇARA
SP,3517307,64475,Guaimbê,GUAIMBÉ
SP,3517406,64491,Guaíra,GUAÍRA
SP,3517505,64513,Guapiaçu,GUAPIAÇU
SP,3517604,64530,Guapiara,GUAPIARA
SP,3517703,64556,Guará,GUARÁ
SP,3517802,64572,Guaraçaí,GUARAÇAÍ
SP,3517901,64599,Guaraci,GUARACI
SP,3518008,64610,Guarani d'Oeste,GUARANI D'OESTE
SP,3518107,64637,Guarantã,GUARANTÃ
